,Product_URL,Product_Name,Product_Price,Rating_list,Number_of_reviews,ASIN
17,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-3,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),565,4.3,9221,B084JGJ8PF
18,https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-4,Skybags Brat Black 46 Cms Casual Backpack,669,4.1,3364,B08Z1HHHTD
19,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-7,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),499,3.9,461,B09TPX22NF
20,https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-8,"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",999,3.9,709,B07QN4KXWG
21,https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-9,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",356,4.1,7623,B088XB5XY8
22,https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-10,"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",699,3.9,2180,B09B29F66W
23,https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_11?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-11,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",599,3.8,628,B09B26MB5M
24,https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_12?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-12,DEIN KLEIDER Men's Nylon Messenger Bag,349,4.0,4395,B084ZHP97M
25,https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-13,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,3.9,2124,B09VCLZ3K4
26,https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-16,ADISA Light Weight Laptop Backpack 32 Ltrs,499,4.0,5545,B07F3X45WZ
27,https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-17,ADISA Laptop Backpack 31 Ltrs,499,4.0,8989,B07G3CG9FC
28,https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-18,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",498,4.3,12103,B07K8KLB3P
29,https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-19,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",299,4.1,7623,B088XH1BP7
30,https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-20,"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",899,3.9,675,B09B25Z8M2
31,https://www.amazon.in/Bennett-Mystic-Shoulder-Messenger-Repellent/dp/B08X2T2M8G/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-21,Bennett™ Mystic Formal Business Briefcase Bag Crossbody Messenger College Bags For Men Women MacBook INoteBook ITablet Laptop Upto 15.6 Inch | Handbags with Shoulder Straps (Blue) 6 Months Warranty,512,4.1,4858,B08X2T2M8G
32,https://www.amazon.in/F-Gear-Raider-Marpat-Navy-Backpack/dp/B07F1157TV/ref=sr_1_1?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-1,F Gear Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo),822,4.2,2869,B07F1157TV
33,https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8/ref=sr_1_2?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-2,"SIDRUM WF-18 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black)",664,4.4,810,B09P74TZY8
34,https://www.amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-3,American Tourister Casual Backpack,1159,4.1,14190,B07CJCFNZG
35,https://www.amazon.in/Baggit-Autumn-Winter-Leather-Womens-Handbag/dp/B08SCDTRKP/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-5,Baggit Women Hobo Handbag (ROSE),595,4.2,177,B08SCDTRKP
36,https://www.amazon.in/Baggit-Womens-Satchel-Handbag-Grey/dp/B098TKJG1L/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-6,Baggit Women's Sling Bag (Grey),837,4.3,778,B098TKJG1L
37,https://www.amazon.in/Tabelito-Office-Laptop-Briefcase-Women/dp/B08FKXCJNQ/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-7,Tabelito® Laptop Bag For Men and women Briefcase 15.6 Inch (39.6 cm) Messenger Side Shoulder Travel bags for mens Water Resistant gifts office bag for men,549,4.0,2371,B08FKXCJNQ
38,https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-8,"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)",1599,4.4,373,B07PMQTB6T
39,https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-9,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,512,4.1,4860,B09321GJXZ
40,https://www.amazon.in/American-Tourister-Polypropylene-LG4-002_Crimson/dp/B0BB2LKNXG/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-10,American Tourister KAMILIANT Polypropylene Hard 68 cms Luggage (LG4 (0) 00 002_Crimson)(46×68×28) cm Travel Bag,2899,4.2,121,B0BB2LKNXG
41,https://www.amazon.in/Capacity-Cosmetic-Portable-Cosmetics-Organizer/dp/B0BK922Y5N/ref=sr_1_11?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-11,"Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer Bags(Pink)",799,4.3,107,B0BK922Y5N
42,https://www.amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-13,Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),1445,4.4,1885,B07FC4D9B5
43,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0519/dp/B07G4JQX2F/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-14,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,1049,4.4,5988,B07G4JQX2F
44,https://www.amazon.in/PETRICE-Multifunctional-Travel-Makeup-Organiser/dp/B07W22LC2D/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-15,PETRICE Multifunctional Travel Bag Extra Large Makeup Organiser with Hook (Navy Blue),499,4.2,1772,B07W22LC2D
45,https://www.amazon.in/Classic-Leather-Laptop-Backpack-LBPCLSLTH1901/dp/B07G4CYC74/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-16,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan,999,4.4,2268,B07G4CYC74
46,https://www.amazon.in/Wesley-Briefcase-Professional-Messenger-Resistant/dp/B08K7PN23C/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-17,Wesley Xenon Laptop Bag,498,4.0,1064,B08K7PN23C
47,https://www.amazon.in/F-Gear-Tycoon-Laptop-Backpack/dp/B071XJ6XV5/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-18,F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),1168,4.4,202,B071XJ6XV5
48,https://www.amazon.in/F-Gear-Raider-Marpat-Navy-Backpack/dp/B07F1157TV/ref=sr_1_1?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-1,F Gear Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo),822,4.2,2869,B07F1157TV
49,https://www.amazon.in/SIDRUM-Shoulder-Adjustable-Compatible-Mirrorless/dp/B09P74TZY8/ref=sr_1_2?crid=2M096C61O4MLT&keywords=bags&qid=1675340276&sprefix=ba%2Caps%2C283&sr=8-2,"SIDRUM WF-18 DSLR/SLR Camera Shoulder Bag Case with Adjustable Shoulder Strap & Rain Cover, Compatible for Nikon, Canon, Sony Mirrorless Cameras - Waterproof - Breathable - Anti Shock (Orange-Black)",664,4.4,810,B09P74TZY8
